iata_code,city,country,latitude,longitude,altitude,timezone,dst,aggregate_code
ZUN,Zuni Pueblo,United States,35.0832,-108.792,6454.0,-7.0,A,0.0
ZTF,Stamford,United States,41.0469,-73.5415,0.0,-5.0,A,0.0
ZSW,Prince Rupert,Canada,54.3333,-130.283,0.0,-8.0,A,0.0
ZSY,Scottsdale,United States,33.6229,-111.911,1519.0,-7.0,A,0.0
ZTU,Zaqatala,Azerbaijan,41.5622,46.6672,100.0,4.0,E,0.0
ZVM,Hannover,Germany,52.329,9.82214,152.0,1.0,E,0.0
ZVA,Miandrivazo,Madagascar,-19.5628,45.4508,203.0,3.0,U,0.0
ZWA,Andapa,Madagascar,-14.6517,49.6206,1552.0,3.0,U,0.0
ZWE,Antwerp,Belgium,51.2172,4.42111,51.0,1.0,E,0.0
ZWS,Stuttgart,Germany,48.7836,9.18167,200.0,1.0,E,0.0
ZXE,Edinburgh,United Kingdom,55.952,-3.189,0.0,0.0,U,0.0
ZYR,Brussels,Belgium,50.8,4.4,180.0,1.0,E,0.0
ZWU,Washington,United States,38.8975,-77.0064,76.0,-5.0,A,0.0
ZXB,Jan Mayen,Norway,70.9611,-8.57583,33.0,1.0,E,0.0
ZPH,Zephyrhills,United States,28.2281,-82.1558,90.0,-5.0,A,0.0
ZYA,Amsterdam,Netherlands,52.3783,4.9,0.0,1.0,E,0.0
ZZU,Mzuzu,Malawi,-11.4447,34.0118,4115.0,2.0,U,0.0
ZSF,Springfield MA,United States,42.106,-72.5931,65.0,-5.0,A,0.0
YOG,Ogoki Post,Canada,51.6586,-85.9017,594.0,-5.0,A,0.0
RVA,Farafangana,Madagascar,-22.8053,47.8206,26.0,3.0,U,0.0
WRB,Macon,United States,32.6401,-83.5919,294.0,-5.0,A,0.0
WRI,Wrightstown,United States,40.0156,-74.5917,131.0,-5.0,A,0.0
SRR,Ruidoso,United States,33.4628,-105.535,6814.0,-7.0,A,0.0
SRA,Santa Rosa,Brazil,-27.9067,-54.5204,984.0,-3.0,S,0.0
SQL,San Carlos,United States,37.5119,-122.249,5.0,-8.0,A,0.0
SQQ,Siauliai,Lithuania,55.8939,23.395,443.0,2.0,E,0.0
SSB,Christiansted,U.S. Virgin Islands,17.7472,-64.705,0.0,-4.0,A,0.0
SRX,Sirt,Libya,31.0635,16.595,267.0,1.0,N,0.0
SRT,Soroti,Uganda,1.72758,33.6229,3641.0,3.0,U,0.0
SQO,Mohed,Sweden,64.9609,17.6966,915.0,1.0,E,0.0
SSE,Sholapur,India,17.628,75.9348,1584.0,5.0,N,0.0
SSY,Mbanza-congo,Angola,-6.2699,14.247,1860.0,1.0,N,0.0
SSZ,Santos,Brazil,-23.9252,-46.2875,10.0,-3.0,S,0.0
SSX,Samsun,Turkey,41.1641,36.1814,521.0,2.0,U,0.0
STB,Santa Barbara,Venezuela,8.97443,-71.943,32.0,-4.0,U,0.0
STA,Stauning,Denmark,55.9901,8.35391,17.0,1.0,E,0.0
STK,Sterling,United States,40.6153,-103.265,4040.0,-7.0,A,0.0
SSC,Sumter,United States,33.9727,-80.4706,242.0,-5.0,A,0.0
STE,Stevens Point,United States,44.5451,-89.5303,1110.0,-6.0,A,0.0
SQH,Son-La,Vietnam,21.217,104.033,2133.0,7.0,N,0.0
SRJ,San Borja,Bolivia,-14.8592,-66.7375,633.0,-4.0,U,0.0
SMZ,Stoelmans Eiland,Suriname,4.35,-54.4167,10.0,-3.0,U,0.0
SMN,Salmon,United States,45.1239,-113.881,4043.0,-7.0,A,0.0
SMV,Samedan,Switzerland,46.5341,9.88411,5600.0,1.0,E,0.0
SOT,Sodankyla,Finland,67.395,26.6191,602.0,2.0,E,0.0
SMT,Sun Moon Lake,Taiwan,23.8833,120.933,2405.0,8.0,U,0.0
SMW,Smara,Western Sahara,26.7318,-11.6847,350.0,0.0,N,0.0
SRH,Sarh,Chad,9.14444,18.3744,1198.0,1.0,N,0.0
SOZ,Solenzara,France,41.9244,9.406,28.0,1.0,E,0.0
SPB,San Luis,United States,45.771,-122.862,58.0,-8.0,A,0.0
SOP,Pinehurst-Southern Pines,United States,35.2376,-79.3888,455.0,-5.0,A,0.0
SOD,Sorocaba,Brazil,-23.478,-47.49,2077.0,-3.0,S,0.0
SMD,Fort Wayne IN,United States,41.1434,-85.1528,834.0,-5.0,A,0.0
SSN,Seoul East,South Korea,37.4458,127.114,92.0,9.0,U,0.0
SST,Santa Teresita,Argentina,-36.5423,-56.7218,9.0,-3.0,N,0.0
STJ,Rosecrans,United States,39.7719,-94.9097,826.0,-6.0,A,0.0
SPG,St. Petersburg,United States,27.7651,-82.627,7.0,-5.0,A,0.0
SPM,Spangdahlem,Germany,49.9727,6.6925,1197.0,1.0,E,0.0
STP,London,United Kingdom,51.53,-0.125,0.0,0.0,E,0.0
SVH,Statesville,United States,35.765,-80.9539,968.0,-5.0,A,0.0
SXX,Sao Felix do Xingu,Brazil,-6.64139,-51.9522,656.0,-4.0,S,0.0
SYW,Sehwan Sharif,Pakistan,26.4731,67.7172,121.0,5.0,N,0.0
SXZ,Siirt,Turkey,37.9781,41.8392,2000.0,2.0,E,0.0
SWP,Swakopmund,Namibia,-22.6619,14.5681,207.0,1.0,S,0.0
SZS,Stewart Island,New Zealand,-46.8997,168.102,100.0,12.0,U,0.0
SZW,Parchim,Germany,53.427,11.7834,166.0,1.0,E,0.0
SZL,Knobnoster,United States,38.7303,-93.5479,870.0,-6.0,A,0.0
TCE,Tulcea,Romania,45.0625,28.7143,200.0,2.0,E,0.0
SYH,Syangboche,Nepal,27.8112,86.7127,12309.0,5.0,N,0.0
TBF,Tabiteuea North,Kiribati,-1.22447,174.776,7.0,12.0,U,0.0
TEF,Telfer,Australia,-21.7131,122.212,970.0,8.0,N,0.0
TCL,Tuscaloosa AL,United States,33.2206,-87.6114,170.0,-6.0,A,0.0
TDK,Taldykorgan,Kazakhstan,45.0167,78.3667,1969.0,6.0,U,0.0
LBT,Lumberton,United States,34.6098,-79.0596,125.0,-5.0,A,0.0
TDL,Tandil,Argentina,-37.2374,-59.2279,574.0,-3.0,N,0.0
TED,Thisted,Denmark,57.0688,8.70522,23.0,1.0,E,0.0
TCH,Tchibanga,Gabon,-2.85,11.017,269.0,1.0,N,0.0
TEA,Tela,Honduras,15.7759,-87.4758,7.0,-6.0,U,0.0
SYB,Seal Bay,United States,58.1667,-152.5,0.0,-9.0,A,0.0
SYA,Shemya,United States,52.7123,174.114,98.0,-10.0,A,0.0
SXO,Sao Felix do Araguaia,Brazil,-11.6325,-50.6894,650.0,-4.0,S,0.0
SVN,Hunter Aaf,United States,32.01,-81.1457,42.0,-5.0,A,0.0
SUE,Sturgeon Bay,United States,44.8437,-87.4216,725.0,-6.0,U,0.0
SUL,Sui,Pakistan,28.6451,69.1769,763.0,5.0,N,0.0
STY,Salto,Uruguay,-31.4385,-57.9853,187.0,-3.0,S,0.0
SUS,Null,United States,38.6621,-90.652,463.0,-7.0,A,0.0
SUA,Stuart,United States,27.1817,-80.2213,16.0,-4.0,A,0.0
SWD,Seward,United States,60.1269,-149.419,22.0,-8.0,U,0.0
STZ,Santa Terezinha,Brazil,-10.47,-50.5028,650.0,-4.0,S,0.0
SUU,Fairfield,United States,38.2627,-121.927,62.0,-8.0,A,0.0
SVZ,San Antonio,Venezuela,7.84083,-72.4397,1312.0,-4.0,U,0.0
STU,Rio De Janeiro,Brazil,-22.9324,-43.7191,10.0,-3.0,S,0.0
SVW,Sparrevohn,United States,61.0974,-155.574,1583.0,-9.0,A,0.0
SUI,Sukhumi,Georgia,42.87,41.12,0.0,3.0,N,0.0
SXQ,Soldotna,United States,60.475,-151.038,113.0,-8.0,U,0.0
SWX,Shakawe,Botswana,-18.3739,21.8326,3379.0,2.0,U,0.0
SYU,Sue Islet,Australia,-10.2083,142.825,3.0,10.0,O,0.0
TAR,Grottaglie,Italy,40.5175,17.4032,215.0,1.0,E,0.0
TAN,Taunton,United States,41.8744,-71.0166,43.0,-5.0,A,0.0
TAF,Oran,Algeria,35.5424,-0.532278,367.0,1.0,N,0.0
SPF,Spearfish-South Dakota,United States,44.4811,-103.786,3931.0,-7.0,A,0.0
TCP,Taba,Egypt,29.5878,34.7781,2415.0,2.0,U,0.0
SNV,Santa Elena de Uairen,Venezuela,4.55472,-61.1449,3585.0,-4.0,U,0.0
SKA,Spokane,United States,47.6151,-117.656,2461.0,-8.0,A,0.0
SCH,Scotia NY,United States,42.8525,-73.9289,378.0,-5.0,A,0.0
SAY,Siena,Italy,43.2563,11.255,634.0,1.0,E,0.0
SBG,Sabang,Indonesia,5.87413,95.3397,393.0,7.0,N,0.0
SAX,Boca de S\xe1balo,Panama,8.017,-78.2,32.0,-5.0,U,0.0
SBO,Santa Barbara,United States,32.6091,-82.3699,327.0,-5.0,A,0.0
SBK,St.-brieuc Armor,France,48.5378,-2.85444,453.0,1.0,E,0.0
SBU,Springbok,South Africa,-29.6893,17.9396,2690.0,2.0,U,0.0
S46,Port O\\Connor,United States,28.43,-96.4429,10.0,-6.0,A,0.0
SAK,Saudarkrokur,Iceland,65.7317,-19.5728,8.0,0.0,N,0.0
SDC,Williamson,United States,43.2348,-77.1194,424.0,-5.0,A,0.0
SEB,Sebha,Libya,26.987,14.4725,1427.0,1.0,N,0.0
SFQ,Sanliurfa,Turkey,37.0943,38.8471,1483.0,2.0,E,0.0
SDM,San Diego,United States,32.5723,-116.98,526.0,-7.0,A,0.0
SFC,St-Fran\xe7ois,Guadeloupe,16.2578,-61.2625,10.0,-4.0,U,0.0
SBR,Saibai Island,Australia,-9.37833,142.625,0.0,10.0,O,0.0
SEL,Seoul,South Korea,37.5583,126.791,58.0,9.0,N,0.0
SCX,Salina Cruz,Mexico,16.2126,-95.2016,75.0,-6.0,S,0.0
SCS,Scatsta,United Kingdom,60.433,-1.3,0.0,0.0,U,0.0
RRA,Ronda,Spain,36.75,-5.16667,2500.0,1.0,E,0.0
RUK,Rukumkot,Nepal,28.627,82.195,2500.0,5.0,N,0.0
RYB,Rybinsk,Russia,58.1042,38.9294,423.0,4.0,N,0.0
RSI,Rio Sidra,Panama,8.96667,-80.3333,10.0,-7.0,U,0.0
RYY,Atlanta,United States,34.0132,-84.5971,1041.0,-5.0,A,0.0
RZP,Taytay,Philippines,11.0517,119.518,75.0,8.0,U,0.0
RUM,Rumjatar,Nepal,27.3035,86.5504,4500.0,5.0,N,0.0
RVR,Ceiba,Puerto Rico,18.2453,-65.6433,38.0,-4.0,A,0.0
SAD,Safford,United States,32.8533,-109.635,3179.0,-7.0,N,0.0
RWL,Rawlins,United States,41.8056,-107.2,6813.0,-7.0,A,0.0
RVS,Tulsa,United States,36.0396,-95.9846,638.0,-5.0,A,0.0
RVY,Rivera,Uruguay,-30.9744,-55.4761,712.0,-4.0,S,0.0
RWN,Rivne,Ukraine,50.6071,26.1416,755.0,2.0,E,0.0
RPN,Rosh Pina,Israel,32.981,35.5719,922.0,2.0,U,0.0
RZA,Santa Cruz,Argentina,-50.0165,-68.5792,364.0,-3.0,N,0.0
RPB,Roper Bar,Australia,-14.7346,134.525,70.0,9.0,U,0.0
SAQ,San Andros,Bahamas,25.0538,-78.049,5.0,-5.0,U,0.0
RWI,Rocky Mount,United States,35.8563,-77.8919,159.0,-5.0,A,0.0
SEM,Selma,United States,32.3439,-86.9878,166.0,-6.0,A,0.0
SEE,El Cajon,United States,32.8262,-116.972,388.0,-8.0,A,0.0
SIB,Sibiu,Romania,45.4649,24.053,1451.0,2.0,E,0.0
SIJ,Siglufjordur,Iceland,66.1333,-18.9167,10.0,0.0,N,0.0
SIK,Sikeston,United States,36.8989,-89.5618,315.0,-6.0,A,0.0
SGV,Sierra Grande,Argentina,-41.592,-65.341,820.0,-3.0,N,0.0
SHC,Shire Indasilase,Ethiopia,14.0781,38.2725,6207.0,3.0,U,0.0
SKH,Surkhet,Nepal,28.586,81.636,2400.0,5.0,N,0.0
SLJ,Solomon,Australia,-22.255,117.85,2008.0,8.0,N,0.0
SLE,Salem,United States,44.9095,-123.003,214.0,-7.0,A,0.0
SJX,Sarteneja,Belize,18.3556,-88.1308,10.0,-6.0,U,0.0
SLD,Sliac,Slovakia,48.6378,19.1341,1043.0,1.0,E,0.0
SLV,Shimla,India,31.0818,77.068,5072.0,5.0,N,0.0
SJK,Sao Jose Dos Campos,Brazil,-23.2282,-45.8627,2120.0,-3.0,S,0.0
SKC,Suki,Papua New Guinea,-8.033,141.717,24.0,10.0,U,0.0
SKS,Skrydstrup,Denmark,55.2256,9.26393,141.0,1.0,E,0.0
SKF,San Antonio,United States,29.3842,-98.5811,691.0,-6.0,A,0.0
SLF,Sulayel,Saudi Arabia,20.4647,45.6196,2021.0,3.0,U,0.0
SKY,Sandusky,United States,41.4334,-82.6523,580.0,-5.0,A,0.0
SIM,Simbai,Papua New Guinea,-4.0,144.0,5450.0,-10.0,U,0.0
SHT,Shepparton,Australia,-36.4289,145.393,374.0,10.0,O,0.0
SHY,Shinyanga,Tanzania,-3.667,33.417,3800.0,3.0,U,0.0
SES,Selma Alabama,United States,32.4404,-86.9522,131.0,-6.0,A,0.0
SEH,Senggeh-Papua Island,Indonesia,-3.43333,140.817,914.0,9.0,N,0.0
SFK,Soure,Brazil,-0.716944,-48.5228,33.0,-3.0,S,0.0
SFS,Olongapo City,Philippines,14.7944,120.271,64.0,8.0,N,0.0
SFM,Sanford ME,United States,43.3938,-70.708,244.0,-5.0,A,0.0
SRN,Strahan,Australia,-42.155,145.292,20.0,10.0,O,0.0
SFE,San Fernando,Philippines,16.5956,120.303,13.0,8.0,N,0.0
SEY,Selibabi,Mauritania,15.1797,-12.2073,262.0,0.0,N,0.0
SDT,Saidu Sharif,Pakistan,34.8136,72.3528,3183.0,5.0,N,0.0
SGH,Springfield,United States,39.8403,-83.8402,1051.0,-5.0,A,0.0
SHP,Qinhuangdao,China,39.9681,119.731,0.0,8.0,N,0.0
SGJ,St. Augustine,United States,29.9592,-81.3397,10.0,-5.0,A,0.0
SHI,Shimojishima,Japan,24.8267,125.145,54.0,9.0,U,0.0
SGS,Sanga Sanga,Philippines,5.04699,119.743,15.0,8.0,N,0.0
SGR,Sugar Land,United States,29.6222,-95.6565,82.0,-6.0,A,0.0
SIQ,Singkep,Indonesia,-0.479189,104.579,95.0,7.0,N,0.0
SKV,St. Catherine,Egypt,28.6853,34.0625,4368.0,2.0,U,0.0
WKL,Waikoloa Village,United States,19.9136,-155.864,109.0,-10.0,N,0.0
TEU,Manapouri,New Zealand,-45.5331,167.65,687.0,12.0,Z,0.0
TDR,Theodore,Australia,-24.9867,150.093,560.0,10.0,N,0.0
BJS,Beijing,China,39.9042,116.407,171.0,8.0,U,0.0
UKU,Nuku,Papua New Guinea,-3.667,142.483,750.0,10.0,U,0.0
UTU,Ustupo,Panama,9.13778,-77.9336,10.0,-5.0,U,0.0
VAY,Mount Holly,United States,39.9429,-74.8457,53.0,-5.0,A,0.0
UUU,Newport RI,United States,41.5331,-71.2822,172.0,-5.0,A,0.0
VCD,Victoria River Downs,Australia,-16.4033,131.002,89.0,9.0,O,0.0
UTW,Queenstown,South Africa,-31.9202,26.8822,3637.0,2.0,U,0.0
UUA,Bugulma,Russia,54.64,52.8017,991.0,6.0,N,0.0
UTK,Utirik Island,Marshall Islands,11.222,169.852,4.0,12.0,U,0.0
UUK,Kuparuk,United States,70.3308,-149.598,67.0,-9.0,A,0.0
VDF,Tampa,United States,28.014,-82.3453,22.0,-5.0,A,0.0
VAF,Valence,France,44.9216,4.9699,525.0,1.0,E,0.0
VCV,Victorville,United States,34.5975,-117.383,2885.0,-8.0,A,0.0
VAD,Valdosta,United States,30.9678,-83.193,233.0,-5.0,A,0.0
VBG,Lompoc,United States,34.7373,-120.584,369.0,-8.0,A,0.0
VDP,Valle De La Pascua,Venezuela,9.22203,-65.9936,410.0,-4.0,U,0.0
VAV,Vavau,Tonga,-18.5853,-173.962,236.0,13.0,U,0.0
UVA,Uvalde,United States,29.2154,-99.749,942.0,-6.0,A,0.0
VAM,Maamigili,Maldives,3.4702,72.8344,6.0,5.0,U,0.0
UTM,Tunica,United States,34.681,-90.3467,194.0,-6.0,A,0.0
ULI,Ulithi,Micronesia,10.0167,139.8,10.0,10.0,O,0.0
UNI,Union Island,Saint Vincent and the Grenadines,12.583,-61.417,16.0,-4.0,U,0.0
UTC,Soesterberg,Netherlands,52.1273,5.27619,66.0,1.0,E,0.0
UMP,Indianapolis,United States,39.9353,-86.045,811.0,-5.0,A,0.0
ULQ,Tulua,Colombia,4.08836,-76.2351,3132.0,-5.0,U,0.0
UKS,Sevastopol,Ukraine,44.6914,33.5757,344.0,2.0,U,0.0
UKY,Kyoto,Japan,35.0167,135.767,262.0,9.0,N,0.0
ULA,San Julian,Argentina,-49.3068,-67.8026,190.0,-3.0,N,0.0
ULD,Ulundi,South Africa,-28.3206,31.4165,1720.0,2.0,U,0.0
UNT,Unst,United Kingdom,60.7472,-0.85385,0.0,0.0,E,0.0
UPP,Opolu,United States,20.2653,-155.86,96.0,-10.0,A,0.0
ULY,Ulyanovsk,Russia,54.401,48.8027,252.0,4.0,N,0.0
UMD,Uummannaq,Greenland,70.4047,52.0702,5.0,-4.0,E,0.0
URO,Rouen,France,49.3842,1.1748,512.0,1.0,E,0.0
UMR,Woomera,Australia,-31.1442,136.817,548.0,9.0,O,0.0
UNA,Una,Brazil,-15.3553,-38.9989,20.0,-4.0,S,0.0
UMU,Umuarama,Brazil,-23.7986,-53.3136,1558.0,-4.0,S,0.0
URG,Uruguaiana,Brazil,-29.7822,-57.0382,256.0,-3.0,S,0.0
ULX,Ulusaba,Namibia,-24.7828,31.3539,1470.0,1.0,S,0.0
VDR,Villa Dolores,Argentina,-31.9452,-65.1463,1915.0,-3.0,N,0.0
VLU,Velikiye Luki,Russia,56.3817,30.61,328.0,4.0,N,0.0
VLG,Villa Gesell,Argentina,-37.2354,-57.0292,32.0,-3.0,N,0.0
WBU,Boulder,United States,40.0394,-105.226,5288.0,-7.0,A,0.0
VSF,Springfield VT,United States,43.3433,-72.5172,577.0,-5.0,A,0.0
WAM,Ambatondrazaka,Madagascar,-17.8,48.433,2513.0,3.0,U,0.0
W13,Waynesboro,United States,38.0769,-78.9442,1437.0,-5.0,A,0.0
WAL,Wallops Island,United States,37.9402,-75.4664,40.0,-5.0,A,0.0
WAI,Antsohihy,Madagascar,-14.8988,47.9939,92.0,3.0,U,0.0
WAQ,Antsalova,Madagascar,-18.7,44.617,551.0,3.0,U,0.0
VRU,Vryburg,South Africa,-26.9824,24.7288,3920.0,2.0,U,0.0
WCH,Chaiten,Chile,-42.9328,-72.6991,13.0,-4.0,S,0.0
VTB,Vitebsk,Belarus,55.1265,30.3496,683.0,3.0,E,0.0
WHF,Wadi Halfa,Sudan,21.8003,31.5164,1500.0,3.0,U,0.0
WOE,Woensdrecht,Netherlands,51.4491,4.34203,63.0,1.0,E,0.0
WIO,Wilcannia,Australia,-31.5175,143.379,250.0,10.0,O,0.0
WMA,Mandritsara,Madagascar,-15.817,48.833,1007.0,3.0,U,0.0
WKK,Aleknagik,United States,59.2826,-158.618,66.0,-9.0,A,0.0
WHP,Los Angeles,United States,34.2593,-118.413,1003.0,-8.0,A,0.0
WRZ,Wirawila,Sri Lanka,6.25449,81.2352,50.0,6.0,U,0.0
WFB,Ketchikan,United States,55.3444,-131.663,0.0,-9.0,A,0.0
VSG,Lugansk,Ukraine,48.4174,39.3741,636.0,2.0,E,0.0
VTS,Ventspils,Latvia,57.3578,21.5442,19.0,2.0,E,0.0
VRY,V\xe6r\xf8y,Norway,67.6667,12.6833,36.0,1.0,E,0.0
VOH,Vohemar,Madagascar,-13.3758,50.0028,19.0,3.0,U,0.0
VNW,Van Wert,United States,40.8638,-84.6064,787.0,-5.0,A,0.0
VIC,Vicenza,Italy,45.5734,11.5295,128.0,1.0,E,0.0
VHY,Vichy,France,46.1697,3.40374,817.0,1.0,E,0.0
VPC,Cartersville,United States,34.1231,-84.8487,759.0,-4.0,A,0.0
VIF,Vieste,Italy,41.8853,16.1769,46.0,1.0,E,0.0
VIR,Durban,South Africa,-29.7706,31.0584,20.0,2.0,U,0.0
VNA,Saravane,Laos,15.7094,106.412,612.0,7.0,U,0.0
VMU,Baimuru,Papua New Guinea,-7.49686,144.82,27.0,10.0,U,0.0
VNE,Vannes,France,47.7233,-2.71856,440.0,1.0,E,0.0
VIN,Vinnitsa,Ukraine,49.2433,28.6063,900.0,2.0,E,0.0
VEY,Vestmannaeyjar,Iceland,63.4243,-20.2789,326.0,0.0,N,0.0
VYS,Peru,United States,41.3519,-89.1531,654.0,-6.0,A,0.0
WFK,Frenchville,United States,47.2856,-68.3128,988.0,-5.0,A,0.0
VRK,Varkaus,Finland,62.1711,27.8686,286.0,2.0,E,0.0
WDR,Winder,United States,33.9829,-83.6674,943.0,-4.0,A,0.0
WEL,Welkom,South Africa,-27.998,26.6696,4399.0,2.0,U,0.0
USI,Mabaruma,Guyana,8.2,-59.7833,10.0,-4.0,U,0.0
TCM,Tacoma,United States,47.1377,-122.476,322.0,-8.0,A,0.0
UIK,Ust Ilimsk,Russia,58.135,102.566,0.0,9.0,N,0.0
UAM,Andersen,Guam,13.584,144.93,627.0,10.0,U,0.0
TLD,Tuli Lodge,Botswana,-22.1892,29.1269,1772.0,2.0,U,0.0
TLQ,Turpan,China,42.9423,89.1859,20.0,8.0,U,0.0
TMK,Thamkharka,Nepal,27.0522,86.8619,6000.0,5.0,N,0.0
TMG,Tomanggong,Malaysia,5.4,118.65,26.0,8.0,N,0.0
TNL,Ternopol,Ukraine,49.31,25.42,1073.0,2.0,E,0.0
TNC,Tin City,United States,65.5631,-167.922,269.0,-9.0,A,0.0
TND,Trinidad,Cuba,21.7885,-79.9972,125.0,-5.0,U,0.0
TLU,Tolu,Colombia,9.51194,-75.5864,10.0,-5.0,U,0.0
TMN,Tamana,Kiribati,-2.5,175.983,10.0,10.0,U,0.0
TKI,DALLAS,United States,33.1779,-96.5905,585.0,-6.0,A,0.0
TLG,Treuchtlingen,Germany,49.04,11.0819,1200.0,1.0,E,0.0
TKF,Truckee,United States,39.32,-120.14,5900.0,-7.0,A,0.0
TNT,Miami,United States,25.8618,-80.897,13.0,-5.0,A,0.0
TNX,Tonopah,United States,37.7988,-116.781,5549.0,-8.0,A,0.0
TOA,Torrance,United States,33.8034,-118.34,101.0,-8.0,A,0.0
TSB,Tsumeb,Namibia,-19.1542,17.4357,4353.0,1.0,U,0.0
TOD,Tioman,Malaysia,2.81818,104.16,15.0,8.0,N,0.0
TNI,Satna,India,24.5623,80.8549,1060.0,5.0,N,0.0
TPC,Tarapoa,Ecuador,-0.122956,-76.3378,814.0,-5.0,U,0.0
TJK,Tokat,Turkey,40.3117,36.3736,1830.0,2.0,E,0.0
TEK,Tatitlek,United States,60.8725,-146.691,62.0,-9.0,A,0.0
TEM,Temora,Australia,-34.4248,147.51,921.0,10.0,O,0.0
TAZ,Dasoguz,Turkmenistan,41.7647,59.8331,500.0,5.0,U,0.0
TFM,Telefomin,Papua New Guinea,-5.117,141.633,0.0,10.0,U,0.0
TBO,Tabora,Tanzania,-5.07639,32.8333,3868.0,3.0,U,0.0
TIE,Tippi,Ethiopia,7.117,35.383,1100.0,3.0,U,0.0
THF,Berlin,Germany,52.473,13.4039,167.0,1.0,E,0.0
TNF,Toussous-le-noble,France,48.7519,2.10619,538.0,1.0,E,0.0
THG,Biloela,Australia,-24.4939,150.576,644.0,10.0,O,0.0
THU,Thule,Greenland,76.5312,-68.7032,251.0,-4.0,E,0.0
TKA,Talkeetna,United States,62.3205,-150.094,358.0,-9.0,A,0.0
TIC,Tinak,Marshall Islands,7.13333,171.917,4.0,12.0,U,0.0
TIQ,West Tinian,Northern Mariana Islands,14.9992,145.619,271.0,10.0,U,0.0
TIW,Tacoma,United States,47.2679,-122.578,294.0,-8.0,A,0.0
TKC,Tiko,Cameroon,4.08919,9.36053,151.0,1.0,N,0.0
TIY,Tidjikja,Mauritania,18.5701,-11.4235,1316.0,0.0,N,0.0
TJG,Tanjung-Borneo Island,Indonesia,-2.21656,115.436,197.0,8.0,N,0.0
TIK,Oklahoma City,United States,35.4147,-97.3866,1291.0,-6.0,A,0.0
TOP,Topeka,United States,39.0687,-95.6225,881.0,-6.0,A,0.0
TPJ,Taplejung,Nepal,27.35,84.667,4000.0,5.0,N,0.0
TOM,Tombouctou,Mali,16.7305,-3.00758,863.0,0.0,N,0.0
TWD,Port Townsend,United States,48.0314,-122.484,108.0,-8.0,A,0.0
TTR,Toraja,Indonesia,-3.41667,119.917,0.0,8.0,N,0.0
TSU,Tabiteuea,Kiribati,-1.35,174.8,10.0,10.0,U,0.0
TWA,Twin Hills,United States,59.0744,-160.275,82.0,-9.0,A,0.0
TSH,Tshikapa,Congo - Kinshasa,-6.43833,20.7947,1595.0,2.0,N,0.0
UKC,Lutsk,Ukraine,50.6833,25.4833,774.0,2.0,U,0.0
TYA,Tula,Russia,54.1422,37.3556,590.0,4.0,N,0.0
TYE,Tyonek,United States,61.0767,-151.138,110.0,-8.0,A,0.0
TWB,Toowoomba,Australia,-27.5428,151.916,2086.0,10.0,N,0.0
U76,Mountain Home,United States,43.1316,-115.731,3167.0,-7.0,A,0.0
TXG,Taichung,Taiwan,24.1863,120.654,369.0,8.0,N,0.0
UDE,Volkel,Netherlands,51.6564,5.70861,72.0,1.0,E,0.0
UGN,Chicago,United States,42.4222,-87.8679,727.0,-6.0,A,0.0
UGA,Bulgan,Mongolia,48.8542,103.484,3873.0,7.0,U,0.0
UIT,Jabor Jaluit Atoll,Marshall Islands,5.90924,169.637,4.0,12.0,U,0.0
UDG,Darlington,United States,34.4494,-79.8901,192.0,-4.0,A,0.0
UGO,Uige,Angola,-7.60307,15.0278,2720.0,1.0,N,0.0
TVL,South Lake Tahoe,United States,38.8939,-119.995,8544.0,-8.0,A,0.0
TUW,Tubuala,Panama,9.52,-79.03,0.0,-5.0,U,0.0
TVA,Morafenobe,Madagascar,-17.85,44.917,748.0,3.0,U,0.0
TQR,Tremiti Islands,Italy,42.1025,15.488,0.0,1.0,E,0.0
TPI,Tapini,Papua New Guinea,-8.35,146.983,0.0,10.0,U,0.0
TOJ,Madrid,Spain,40.4967,-3.44587,2026.0,1.0,E,0.0
TPL,Temple,United States,31.1525,-97.4078,682.0,-6.0,A,0.0
TOC,Toccoa,United States,34.5928,-83.2964,996.0,-4.0,A,0.0
TOW,Toledo,Brazil,-24.6863,-53.6975,1843.0,-3.0,S,0.0
TPN,Tiputini,Ecuador,-0.766667,-75.5333,997.0,-5.0,S,0.0
TUV,Tucupita,Venezuela,9.08899,-62.0942,105.0,-4.0,U,0.0
TSL,Tamuin,Mexico,22.0383,-98.8065,164.0,-6.0,S,0.0
TTG,Tartagal,Argentina,-22.6192,-63.7932,1472.0,-3.0,N,0.0
TSS,New York,United States,40.7425,-73.9719,10.0,-5.0,A,0.0
TSO,Tresco,United Kingdom,49.9456,-6.33139,20.0,0.0,U,0.0
TUA,Tulcan,Ecuador,0.809506,-77.7081,9649.0,-5.0,U,0.0
TTH,Thumrait,Oman,17.666,54.0246,1570.0,4.0,U,0.0
TTB,Tortoli,Italy,39.9188,9.68298,23.0,1.0,E,0.0
TUD,Tambacounda,Senegal,13.7368,-13.6531,161.0,0.0,N,0.0
TVI,Thomasville,United States,30.9018,-83.8811,264.0,-5.0,A,0.0
TTS,Tsaratanana,Madagascar,-16.75,47.617,1073.0,3.0,U,0.0
UJE,Ujae Atoll,Marshall Islands,8.92806,165.762,0.0,12.0,U,0.0
LBQ,Lambarene,Gabon,-0.704389,10.2457,82.0,1.0,N,0.0
0A9,Elizabethton,United States,36.3712,-82.1734,1593.0,-4.0,A,0.0
